week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2025-01-06,P010,S029,West,41,176.71,0,,0.0
2025-01-06,P010,S030,West,52,224.12,0,,0.0
2025-01-06,P011,S001,North,156,9177.48,0,,0.0
2025-01-06,P011,S002,North,237,13942.71,0,,0.0
2025-01-06,P011,S003,North,193,11354.19,0,,0.0
2025-01-06,P011,S004,North,191,11236.53,0,,0.0
2025-01-06,P011,S005,North,207,12177.81,0,,0.0
2025-01-06,P011,S006,North,113,6647.79,0,,0.0
2025-01-06,P011,S007,North,156,7865.1,1,Price Cut,14.3
2025-01-06,P011,S008,North,316,16378.04,1,Price Cut,11.9
2025-01-06,P011,S009,South,73,4294.59,0,,0.0
2025-01-06,P011,S010,South,107,6294.81,0,,0.0
2025-01-06,P011,S011,South,175,10295.25,0,,0.0
2025-01-06,P011,S012,South,203,6484.77,1,BOGO,45.7
2025-01-06,P011,S013,South,260,15295.8,0,,0.0
2025-01-06,P011,S014,South,272,16001.76,0,,0.0
2025-01-06,P011,S015,South,161,5057.85,1,BOGO,46.6
2025-01-06,P011,S016,South,221,13001.43,0,,0.0
2025-01-06,P011,S017,South,127,7471.41,0,,0.0
2025-01-06,P011,S018,East,142,6975.47,1,Price Cut,16.5
2025-01-06,P011,S019,East,90,5294.7,0,,0.0
2025-01-06,P011,S020,East,166,9765.78,0,,0.0
2025-01-06,P011,S021,East,166,9765.78,0,,0.0
2025-01-06,P011,S022,East,79,4647.57,0,,0.0
2025-01-06,P011,S023,East,311,9221.25,1,BOGO,49.6
2025-01-06,P011,S024,West,56,3294.48,0,,0.0
2025-01-06,P011,S025,West,171,10059.93,0,,0.0
2025-01-06,P011,S026,West,160,9158.65,1,Display Feature,2.7
2025-01-06,P011,S027,West,204,9841.08,1,Bundle,18.0
2025-01-06,P011,S028,West,86,4841.83,1,Display Feature,4.3
2025-01-06,P011,S029,West,97,5706.51,0,,0.0
2025-01-06,P011,S030,West,130,7647.9,0,,0.0
2025-01-06,P012,S001,North,115,7173.52,1,Price Cut,16.0
2025-01-06,P012,S002,North,115,8539.9,0,,0.0
2025-01-06,P012,S003,North,130,9653.8,0,,0.0
2025-01-06,P012,S004,North,96,7128.96,0,,0.0
2025-01-06,P012,S005,North,84,6237.84,0,,0.0
2025-01-06,P012,S006,North,51,3787.26,0,,0.0
2025-01-06,P012,S007,North,57,4232.82,0,,0.0
2025-01-06,P012,S008,North,154,6083.97,1,BOGO,46.8
2025-01-06,P012,S009,South,33,2450.58,0,,0.0
2025-01-06,P012,S010,South,44,3267.44,0,,0.0
2025-01-06,P012,S011,South,128,9505.28,0,,0.0
2025-01-06,P012,S012,South,56,4158.56,0,,0.0
2025-01-06,P012,S013,South,164,10217.88,1,Bundle,16.1
2025-01-06,P012,S014,South,65,4826.9,0,,0.0
2025-01-06,P012,S015,South,33,2450.58,0,,0.0
2025-01-06,P012,S016,South,71,5272.46,0,,0.0
2025-01-06,P012,S017,South,64,4752.64,0,,0.0
2025-01-06,P012,S018,East,36,2673.36,0,,0.0
2025-01-06,P012,S019,East,59,3614.61,1,Price Cut,17.5
2025-01-06,P012,S020,East,67,4975.42,0,,0.0
2025-01-06,P012,S021,East,81,6015.06,0,,0.0
2025-01-06,P012,S022,East,42,3118.92,0,,0.0
2025-01-06,P012,S023,East,115,4517.61,1,BOGO,47.1
2025-01-06,P012,S024,West,20,1485.2,0,,0.0
2025-01-06,P012,S025,West,80,5940.8,0,,0.0
2025-01-06,P012,S026,West,85,6312.1,0,,0.0
2025-01-06,P012,S027,West,107,7945.82,0,,0.0
2025-01-06,P012,S028,West,33,2450.58,0,,0.0
2025-01-06,P012,S029,West,55,4084.3,0,,0.0
2025-01-06,P012,S030,West,122,7573.93,1,Bundle,16.4
2025-01-06,P013,S001,North,78,3307.64,1,Bundle,21.5
2025-01-06,P013,S002,North,125,6752.5,0,,0.0
2025-01-06,P013,S003,North,138,7454.76,0,,0.0
2025-01-06,P013,S004,North,179,4854.13,1,BOGO,49.8
2025-01-06,P013,S005,North,98,5293.96,0,,0.0
2025-01-06,P013,S006,North,92,4070.3,1,Bundle,18.1
2025-01-06,P013,S007,North,44,2376.88,0,,0.0
2025-01-06,P013,S008,North,83,4483.66,0,,0.0
2025-01-06,P013,S009,South,50,2701.0,0,,0.0
2025-01-06,P013,S010,South,49,2646.98,0,,0.0
2025-01-06,P013,S011,South,108,5834.16,0,,0.0
2025-01-06,P013,S012,South,91,4114.54,1,Price Cut,16.3
2025-01-06,P013,S013,South,112,6050.24,0,,0.0
2025-01-06,P013,S014,South,124,6698.48,0,,0.0
2025-01-06,P013,S015,South,47,2538.94,0,,0.0
2025-01-06,P013,S016,South,233,6847.14,1,BOGO,45.6
2025-01-06,P013,S017,South,67,3619.34,0,,0.0
2025-01-06,P013,S018,East,40,2160.8,0,,0.0
2025-01-06,P013,S019,East,36,1944.72,0,,0.0
2025-01-06,P013,S020,East,86,4645.72,0,,0.0
2025-01-06,P013,S021,East,76,4105.52,0,,0.0
2025-01-06,P013,S022,East,45,2430.9,0,,0.0
2025-01-06,P013,S023,East,76,4105.52,0,,0.0
2025-01-06,P013,S024,West,17,887.12,1,Display Feature,3.4
2025-01-06,P013,S025,West,85,3967.23,1,Price Cut,13.6
2025-01-06,P013,S026,West,123,5528.19,1,Price Cut,16.8
2025-01-06,P013,S027,West,173,4747.49,1,BOGO,49.2
2025-01-06,P013,S028,West,33,1782.66,0,,0.0
2025-01-06,P013,S029,West,43,2322.86,0,,0.0
2025-01-06,P013,S030,West,62,3349.24,0,,0.0
2025-01-06,P014,S001,North,37,230.59,1,BOGO,49.7
2025-01-06,P014,S002,North,38,470.82,0,,0.0
2025-01-06,P014,S003,North,30,371.7,0,,0.0
2025-01-06,P014,S004,North,32,396.48,0,,0.0
2025-01-06,P014,S005,North,27,334.53,0,,0.0
2025-01-06,P014,S006,North,10,123.9,0,,0.0
2025-01-06,P014,S007,North,5,61.95,0,,0.0
2025-01-06,P014,S008,North,28,346.92,0,,0.0
2025-01-06,P014,S009,South,10,123.9,0,,0.0
2025-01-06,P014,S010,South,14,173.46,0,,0.0
2025-01-06,P014,S011,South,59,597.97,1,Bundle,18.2
2025-01-06,P014,S012,South,12,148.68,0,,0.0
2025-01-06,P014,S013,South,34,421.26,0,,0.0
2025-01-06,P014,S014,South,36,446.04,0,,0.0
2025-01-06,P014,S015,South,12,148.68,0,,0.0
2025-01-06,P014,S016,South,37,458.43,0,,0.0
2025-01-06,P014,S017,South,22,272.58,0,,0.0
2025-01-06,P014,S018,East,11,136.29,0,,0.0
2025-01-06,P014,S019,East,12,148.68,0,,0.0
2025-01-06,P014,S020,East,23,284.97,0,,0.0
2025-01-06,P014,S021,East,30,371.7,0,,0.0
2025-01-06,P014,S022,East,9,111.51,0,,0.0
2025-01-06,P014,S023,East,18,223.02,0,,0.0
2025-01-06,P014,S024,West,8,99.12,0,,0.0
2025-01-06,P014,S025,West,27,334.53,0,,0.0
2025-01-06,P014,S026,West,33,346.72,1,Price Cut,15.2
2025-01-06,P014,S027,West,49,495.4,1,Bundle,18.4
2025-01-06,P014,S028,West,3,37.17,0,,0.0
2025-01-06,P014,S029,West,9,111.51,0,,0.0
2025-01-06,P014,S030,West,32,396.48,0,,0.0
2025-01-06,P015,S001,North,126,10721.34,0,,0.0
2025-01-06,P015,S002,North,161,13699.49,0,,0.0
2025-01-06,P015,S003,North,185,15741.65,0,,0.0
2025-01-06,P015,S004,North,181,15401.29,0,,0.0
2025-01-06,P015,S005,North,167,14210.03,0,,0.0
2025-01-06,P015,S006,North,76,6466.84,0,,0.0
2025-01-06,P015,S007,North,124,8504.23,1,Price Cut,19.4
2025-01-06,P015,S008,North,136,11572.24,0,,0.0
2025-01-06,P015,S009,South,77,6551.93,0,,0.0
2025-01-06,P015,S010,South,90,7658.1,0,,0.0
2025-01-06,P015,S011,South,192,16337.28,0,,0.0
2025-01-06,P015,S012,South,96,8168.64,0,,0.0
2025-01-06,P015,S013,South,168,12222.33,1,Price Cut,14.5
2025-01-06,P015,S014,South,203,16582.34,1,Display Feature,4.0
2025-01-06,P015,S015,South,53,4509.77,0,,0.0
2025-01-06,P015,S016,South,164,13954.76,0,,0.0
2025-01-06,P015,S017,South,72,6126.48,0,,0.0
2025-01-06,P015,S018,East,84,5732.34,1,Price Cut,19.8
2025-01-06,P015,S019,East,61,5190.49,0,,0.0
2025-01-06,P015,S020,East,97,8253.73,0,,0.0
2025-01-06,P015,S021,East,80,6807.2,0,,0.0
2025-01-06,P015,S022,East,61,5190.49,0,,0.0
2025-01-06,P015,S023,East,108,9189.72,0,,0.0
2025-01-06,P015,S024,West,62,5275.58,0,,0.0
2025-01-06,P015,S025,West,265,17678.3,1,Bundle,21.6
2025-01-06,P015,S026,West,170,14465.3,0,,0.0
2025-01-06,P015,S027,West,322,27398.98,0,,0.0
2025-01-06,P015,S028,West,72,6126.48,0,,0.0
2025-01-06,P015,S029,West,72,6126.48,0,,0.0
2025-01-06,P015,S030,West,224,19060.16,0,,0.0
2025-01-06,P016,S001,North,62,3518.5,0,,0.0
2025-01-06,P016,S002,North,101,5731.75,0,,0.0
2025-01-06,P016,S003,North,75,4256.25,0,,0.0
2025-01-06,P016,S004,North,68,3859.0,0,,0.0
2025-01-06,P016,S005,North,66,3745.5,0,,0.0
2025-01-06,P016,S006,North,39,2213.25,0,,0.0
2025-01-06,P016,S007,North,29,1244.19,1,Bundle,24.4
2025-01-06,P016,S008,North,70,3972.5,0,,0.0
2025-01-06,P016,S009,South,24,1362.0,0,,0.0
2025-01-06,P016,S010,South,38,2156.5,0,,0.0
2025-01-06,P016,S011,South,75,4256.25,0,,0.0
2025-01-06,P016,S012,South,50,2701.3,1,Display Feature,4.8
2025-01-06,P016,S013,South,82,4653.5,0,,0.0
2025-01-06,P016,S014,South,104,5902.0,0,,0.0
2025-01-06,P016,S015,South,45,2553.75,0,,0.0
2025-01-06,P016,S016,South,59,3348.25,0,,0.0
2025-01-06,P016,S017,South,56,3178.0,0,,0.0
2025-01-06,P016,S018,East,21,1191.75,0,,0.0
2025-01-06,P016,S019,East,31,1759.25,0,,0.0
2025-01-06,P016,S020,East,47,2667.25,0,,0.0
2025-01-06,P016,S021,East,54,3064.5,0,,0.0
2025-01-06,P016,S022,East,30,1702.5,0,,0.0
2025-01-06,P016,S023,East,52,2951.0,0,,0.0
2025-01-06,P016,S024,West,46,2610.5,0,,0.0
