week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2025-01-06,P009,S006,41,25,14,52,0
2025-01-06,P009,S007,41,27,10,58,0
2025-01-06,P009,S008,70,39,21,88,0
2025-01-06,P009,S009,26,19,7,38,0
2025-01-06,P009,S010,25,18,8,35,0
2025-01-06,P009,S011,73,42,33,82,0
2025-01-06,P009,S012,42,9,16,35,0
2025-01-06,P009,S013,74,44,40,78,0
2025-01-06,P009,S014,75,41,21,95,0
2025-01-06,P009,S015,27,17,13,31,0
2025-01-06,P009,S016,66,36,47,55,0
2025-01-06,P009,S017,42,21,13,50,0
2025-01-06,P009,S018,40,14,7,47,0
2025-01-06,P009,S019,41,14,9,46,0
2025-01-06,P009,S020,73,32,20,85,0
2025-01-06,P009,S021,75,32,18,89,0
2025-01-06,P009,S022,36,18,7,47,0
2025-01-06,P009,S023,63,14,15,62,0
2025-01-06,P009,S024,23,12,6,29,0
2025-01-06,P009,S025,67,35,22,80,0
2025-01-06,P009,S026,54,36,26,64,0
2025-01-06,P009,S027,86,14,38,62,0
2025-01-06,P009,S028,27,15,7,35,0
2025-01-06,P009,S029,35,7,7,35,0
2025-01-06,P009,S030,68,37,24,81,0
2025-01-06,P010,S001,153,133,75,211,0
2025-01-06,P010,S002,204,162,236,130,0
2025-01-06,P010,S003,275,48,111,212,0
2025-01-06,P010,S004,233,156,97,292,0
2025-01-06,P010,S005,212,189,145,256,0
2025-01-06,P010,S006,108,73,51,130,0
2025-01-06,P010,S007,118,80,29,169,0
2025-01-06,P010,S008,165,138,122,181,0
2025-01-06,P010,S009,80,42,28,94,0
2025-01-06,P010,S010,65,43,28,80,0
2025-01-06,P010,S011,154,94,73,175,0
2025-01-06,P010,S012,109,61,55,115,0
2025-01-06,P010,S013,187,94,108,173,0
2025-01-06,P010,S014,194,120,82,232,0
2025-01-06,P010,S015,83,47,27,103,0
2025-01-06,P010,S016,216,115,88,243,0
2025-01-06,P010,S017,108,66,58,116,0
2025-01-06,P010,S018,100,39,62,77,0
2025-01-06,P010,S019,119,45,32,132,0
2025-01-06,P010,S020,169,88,48,209,0
2025-01-06,P010,S021,180,35,74,141,0
2025-01-06,P010,S022,91,24,27,88,0
2025-01-06,P010,S023,152,73,49,176,0
2025-01-06,P010,S024,89,36,26,99,0
2025-01-06,P010,S025,207,95,65,237,0
2025-01-06,P010,S026,197,35,76,156,0
2025-01-06,P010,S027,238,111,90,259,0
2025-01-06,P010,S028,67,39,46,60,0
2025-01-06,P010,S029,94,52,41,105,0
2025-01-06,P010,S030,168,101,52,217,0
2025-01-06,P011,S001,376,170,156,390,0
2025-01-06,P011,S002,531,241,237,535,0
2025-01-06,P011,S003,521,229,193,557,0
2025-01-06,P011,S004,453,226,191,488,0
2025-01-06,P011,S005,574,299,207,666,0
2025-01-06,P011,S006,234,119,113,240,0
2025-01-06,P011,S007,219,121,156,184,0
2025-01-06,P011,S008,384,217,316,285,0
2025-01-06,P011,S009,149,110,73,186,0
2025-01-06,P011,S010,139,106,107,138,0
2025-01-06,P011,S011,350,286,175,461,0
2025-01-06,P011,S012,235,147,203,179,0
2025-01-06,P011,S013,304,253,260,297,0
2025-01-06,P011,S014,318,311,272,357,0
2025-01-06,P011,S015,128,99,161,66,0
2025-01-06,P011,S016,307,298,221,384,0
2025-01-06,P011,S017,243,145,127,261,0
2025-01-06,P011,S018,231,116,142,205,0
2025-01-06,P011,S019,213,92,90,215,0
2025-01-06,P011,S020,315,176,166,325,0
2025-01-06,P011,S021,368,175,166,377,0
2025-01-06,P011,S022,213,87,79,221,0
2025-01-06,P011,S023,325,160,311,174,0
2025-01-06,P011,S024,150,50,56,144,0
2025-01-06,P011,S025,355,170,171,354,0
2025-01-06,P011,S026,385,158,160,383,0
2025-01-06,P011,S027,517,228,204,541,0
2025-01-06,P011,S028,128,81,86,123,0
2025-01-06,P011,S029,205,90,97,198,0
2025-01-06,P011,S030,386,206,130,462,0
2025-01-06,P012,S001,185,107,115,177,0
2025-01-06,P012,S002,278,129,115,292,0
2025-01-06,P012,S003,260,133,130,263,0
2025-01-06,P012,S004,216,133,96,253,0
2025-01-06,P012,S005,207,129,84,252,0
2025-01-06,P012,S006,113,56,51,118,0
2025-01-06,P012,S007,89,56,57,88,0
2025-01-06,P012,S008,190,32,154,68,0
2025-01-06,P012,S009,89,58,33,114,0
2025-01-06,P012,S010,79,16,44,51,0
2025-01-06,P012,S011,177,137,128,186,0
2025-01-06,P012,S012,113,89,56,146,0
2025-01-06,P012,S013,181,151,164,168,0
2025-01-06,P012,S014,187,156,65,278,0
2025-01-06,P012,S015,89,54,33,110,0
2025-01-06,P012,S016,177,138,71,244,0
2025-01-06,P012,S017,125,83,64,144,0
2025-01-06,P012,S018,123,50,36,137,0
2025-01-06,P012,S019,95,53,59,89,0
2025-01-06,P012,S020,155,43,67,131,0
2025-01-06,P012,S021,157,93,81,169,0
2025-01-06,P012,S022,88,43,42,89,0
2025-01-06,P012,S023,157,29,115,71,0
2025-01-06,P012,S024,82,36,20,98,0
2025-01-06,P012,S025,155,90,80,165,0
2025-01-06,P012,S026,172,86,85,173,0
2025-01-06,P012,S027,277,138,107,308,0
2025-01-06,P012,S028,63,36,33,66,0
2025-01-06,P012,S029,120,57,55,122,0
2025-01-06,P012,S030,170,104,122,152,0
2025-01-06,P013,S001,159,82,78,163,0
2025-01-06,P013,S002,264,136,125,275,0
2025-01-06,P013,S003,257,112,138,231,0
2025-01-06,P013,S004,280,38,179,139,0
2025-01-06,P013,S005,267,119,98,288,0
2025-01-06,P013,S006,119,64,92,91,0
2025-01-06,P013,S007,99,54,44,109,0
2025-01-06,P013,S008,163,85,83,165,0
2025-01-06,P013,S009,84,54,50,88,0
2025-01-06,P013,S010,85,20,49,56,0
2025-01-06,P013,S011,217,126,108,235,0
2025-01-06,P013,S012,104,77,91,90,0
2025-01-06,P013,S013,176,137,112,201,0
2025-01-06,P013,S014,203,56,124,135,0
2025-01-06,P013,S015,72,56,47,81,0
2025-01-06,P013,S016,213,147,233,127,0
2025-01-06,P013,S017,121,77,67,131,0
2025-01-06,P013,S018,105,48,40,113,0
2025-01-06,P013,S019,117,50,36,131,0
2025-01-06,P013,S020,201,97,86,212,0
2025-01-06,P013,S021,158,88,76,170,0
2025-01-06,P013,S022,123,43,45,121,0
2025-01-06,P013,S023,185,90,76,199,0
2025-01-06,P013,S024,86,41,17,110,0
2025-01-06,P013,S025,172,83,85,170,0
2025-01-06,P013,S026,211,102,123,190,0
2025-01-06,P013,S027,236,133,173,196,0
2025-01-06,P013,S028,63,42,33,72,0
2025-01-06,P013,S029,123,46,43,126,0
2025-01-06,P013,S030,157,78,62,173,0
2025-01-06,P014,S001,61,29,37,53,0
2025-01-06,P014,S002,102,15,38,79,0
2025-01-06,P014,S003,102,42,30,114,0
2025-01-06,P014,S004,90,44,32,102,0
2025-01-06,P014,S005,92,48,27,113,0
2025-01-06,P014,S006,37,21,10,48,0
2025-01-06,P014,S007,35,10,5,40,0
2025-01-06,P014,S008,61,37,28,70,0
2025-01-06,P014,S009,29,22,10,41,0
2025-01-06,P014,S010,30,17,14,33,0
2025-01-06,P014,S011,72,40,59,53,0
2025-01-06,P014,S012,42,11,12,41,0
2025-01-06,P014,S013,56,45,34,67,0
2025-01-06,P014,S014,65,45,36,74,0
2025-01-06,P014,S015,23,11,12,22,0
2025-01-06,P014,S016,67,46,37,76,0
2025-01-06,P014,S017,37,30,22,45,0
2025-01-06,P014,S018,43,15,11,47,0
2025-01-06,P014,S019,36,18,12,42,0
2025-01-06,P014,S020,56,28,23,61,0
2025-01-06,P014,S021,57,35,30,62,0
2025-01-06,P014,S022,42,20,9,53,0
2025-01-06,P014,S023,68,27,18,77,0
2025-01-06,P014,S024,23,14,8,29,0
2025-01-06,P014,S025,56,30,27,59,0
2025-01-06,P014,S026,70,30,33,67,0
2025-01-06,P014,S027,74,42,49,67,0
2025-01-06,P014,S028,30,13,3,40,0
2025-01-06,P014,S029,41,21,9,53,0
2025-01-06,P014,S030,55,15,32,38,0
2025-01-06,P015,S001,313,152,126,339,0
2025-01-06,P015,S002,580,245,161,664,0
2025-01-06,P015,S003,470,155,185,440,0
2025-01-06,P015,S004,469,267,181,555,0
2025-01-06,P015,S005,548,220,167,601,0
2025-01-06,P015,S006,250,116,76,290,0
2025-01-06,P015,S007,253,91,124,220,0
2025-01-06,P015,S008,403,163,136,430,0
2025-01-06,P015,S009,147,85,77,155,0
2025-01-06,P015,S010,130,93,90,133,0
2025-01-06,P015,S011,406,216,192,430,0
2025-01-06,P015,S012,220,50,96,174,0
2025-01-06,P015,S013,359,233,168,424,0
2025-01-06,P015,S014,424,230,203,451,0
2025-01-06,P015,S015,132,82,53,161,0
2025-01-06,P015,S016,368,257,164,461,0
2025-01-06,P015,S017,177,133,72,238,0
2025-01-06,P015,S018,213,68,84,197,0
2025-01-06,P015,S019,180,83,61,202,0
2025-01-06,P015,S020,318,141,97,362,0
2025-01-06,P015,S021,318,134,80,372,0
2025-01-06,P015,S022,227,26,61,192,0
2025-01-06,P015,S023,402,119,108,413,0
2025-01-06,P015,S024,158,50,62,146,0
2025-01-06,P015,S025,431,252,265,418,0
2025-01-06,P015,S026,352,220,170,402,0
2025-01-06,P015,S027,454,398,322,530,0
2025-01-06,P015,S028,174,103,72,205,0
2025-01-06,P015,S029,193,160,72,281,0
2025-01-06,P015,S030,431,299,224,506,0
2025-01-06,P016,S001,152,106,62,196,0
2025-01-06,P016,S002,288,125,101,312,0
2025-01-06,P016,S003,205,138,75,268,0
2025-01-06,P016,S004,281,118,68,331,0
2025-01-06,P016,S005,248,126,66,308,0
2025-01-06,P016,S006,127,60,39,148,0
2025-01-06,P016,S007,91,59,29,121,0
2025-01-06,P016,S008,188,97,70,215,0
2025-01-06,P016,S009,90,15,24,81,0
2025-01-06,P016,S010,77,40,38,79,0
2025-01-06,P016,S011,193,109,75,227,0
2025-01-06,P016,S012,115,62,50,127,0
2025-01-06,P016,S013,181,109,82,208,0
2025-01-06,P016,S014,193,129,104,218,0
2025-01-06,P016,S015,79,23,45,57,0
2025-01-06,P016,S016,211,103,59,255,0
2025-01-06,P016,S017,89,63,56,96,0
2025-01-06,P016,S018,99,33,21,111,0
2025-01-06,P016,S019,125,43,31,137,0
2025-01-06,P016,S020,211,65,47,229,0
2025-01-06,P016,S021,181,61,54,188,0
2025-01-06,P016,S022,112,36,30,118,0
2025-01-06,P016,S023,169,71,52,188,0
2025-01-06,P016,S024,68,54,46,76,0
2025-01-06,P016,S025,182,74,141,115,0
2025-01-06,P016,S026,174,128,95,207,0
2025-01-06,P016,S027,253,91,133,211,0
2025-01-06,P016,S028,65,61,50,76,0
2025-01-06,P016,S029,126,66,34,158,0
2025-01-06,P016,S030,217,147,210,154,0
2025-01-06,P017,S001,198,94,76,216,0
2025-01-06,P017,S002,249,101,68,282,0
2025-01-06,P017,S003,229,127,87,269,0
2025-01-06,P017,S004,274,63,68,269,0
2025-01-06,P017,S005,262,47,119,190,0
2025-01-06,P017,S006,94,56,35,115,0
2025-01-06,P017,S007,123,58,37,144,0
2025-01-06,P017,S008,206,84,51,239,0
2025-01-06,P017,S009,89,43,36,96,0
2025-01-06,P017,S010,83,52,45,90,0
2025-01-06,P017,S011,192,105,63,234,0
2025-01-06,P017,S012,104,63,44,123,0
2025-01-06,P017,S013,213,99,75,237,0
2025-01-06,P017,S014,209,100,89,220,0
2025-01-06,P017,S015,64,40,27,77,0
2025-01-06,P017,S016,152,124,99,177,0
2025-01-06,P017,S017,102,70,40,132,0
2025-01-06,P017,S018,119,33,24,128,0
2025-01-06,P017,S019,126,34,31,129,0
2025-01-06,P017,S020,161,70,51,180,0
2025-01-06,P017,S021,191,63,80,174,0
2025-01-06,P017,S022,103,41,28,116,0
2025-01-06,P017,S023,216,75,86,205,0
2025-01-06,P017,S024,86,53,37,102,0
2025-01-06,P017,S025,207,50,88,169,0
2025-01-06,P017,S026,182,52,108,126,0
2025-01-06,P017,S027,238,147,107,278,0
2025-01-06,P017,S028,70,56,34,92,0
2025-01-06,P017,S029,90,88,127,51,0
2025-01-06,P017,S030,209,136,104,241,0
2025-01-06,P018,S001,411,233,175,469,0
2025-01-06,P018,S002,582,329,273,638,0
2025-01-06,P018,S003,581,357,286,652,0
2025-01-06,P018,S004,502,296,306,492,0
2025-01-06,P018,S005,541,204,368,377,0
2025-01-06,P018,S006,250,54,102,202,0
2025-01-06,P018,S007,243,163,118,288,0
2025-01-06,P018,S008,335,236,178,393,0
2025-01-06,P018,S009,151,67,62,156,0
2025-01-06,P018,S010,133,89,62,160,0
2025-01-06,P018,S011,430,176,148,458,0
2025-01-06,P018,S012,223,112,82,253,0
2025-01-06,P018,S013,333,176,171,338,0
2025-01-06,P018,S014,392,177,173,396,0
2025-01-06,P018,S015,160,80,63,177,0
2025-01-06,P018,S016,350,212,134,428,0
2025-01-06,P018,S017,185,108,99,194,0
2025-01-06,P018,S018,229,118,123,224,0
2025-01-06,P018,S019,217,111,122,206,0
2025-01-06,P018,S020,406,215,230,391,0
2025-01-06,P018,S021,372,190,152,410,0
2025-01-06,P018,S022,243,93,87,249,0
2025-01-06,P018,S023,376,183,187,372,0
2025-01-06,P018,S024,157,77,83,151,0
2025-01-06,P018,S025,420,176,227,369,0
2025-01-06,P018,S026,356,151,169,338,0
2025-01-06,P018,S027,427,208,341,294,0
2025-01-06,P018,S028,127,60,58,129,0
2025-01-06,P018,S029,235,48,144,139,0
2025-01-06,P018,S030,385,194,171,408,0
2025-01-06,P019,S001,198,134,63,269,0
2025-01-06,P019,S002,220,182,131,271,0
2025-01-06,P019,S003,213,179,131,261,0
2025-01-06,P019,S004,202,138,119,221,0
2025-01-06,P019,S005,233,138,148,223,0
2025-01-06,P019,S006,111,69,111,69,0
2025-01-06,P019,S007,103,67,48,122,0
2025-01-06,P019,S008,180,131,118,193,0
2025-01-06,P019,S009,88,33,32,89,0
2025-01-06,P019,S010,72,21,45,48,0
2025-01-06,P019,S011,185,104,89,200,0
2025-01-06,P019,S012,118,60,80,98,0
2025-01-06,P019,S013,177,108,83,202,0
2025-01-06,P019,S014,193,99,85,207,0
2025-01-06,P019,S015,87,39,27,99,0
2025-01-06,P019,S016,215,85,85,215,0
2025-01-06,P019,S017,93,63,43,113,0
2025-01-06,P019,S018,124,47,34,137,0
2025-01-06,P019,S019,107,61,50,118,0
2025-01-06,P019,S020,168,87,94,161,0
2025-01-06,P019,S021,182,84,62,204,0
2025-01-06,P019,S022,126,57,39,144,0
2025-01-06,P019,S023,184,103,87,200,0
2025-01-06,P019,S024,72,13,51,34,0
2025-01-06,P019,S025,193,92,94,191,0
2025-01-06,P019,S026,167,99,73,193,0
2025-01-06,P019,S027,208,39,89,158,0
2025-01-06,P019,S028,66,34,34,66,0
2025-01-06,P019,S029,93,42,35,100,0
2025-01-06,P019,S030,161,89,69,181,0
2025-01-06,P020,S001,160,73,113,120,0
2025-01-06,P020,S002,259,166,168,257,0
2025-01-06,P020,S003,217,190,175,232,0
2025-01-06,P020,S004,232,174,178,228,0
2025-01-06,P020,S005,281,187,153,315,0
2025-01-06,P020,S006,106,64,61,109,0
2025-01-06,P020,S007,114,76,71,119,0
2025-01-06,P020,S008,162,129,150,141,0
2025-01-06,P020,S009,68,42,33,77,0
2025-01-06,P020,S010,64,36,25,75,0
2025-01-06,P020,S011,162,101,62,201,0
2025-01-06,P020,S012,99,62,49,112,0
2025-01-06,P020,S013,163,104,128,139,0
2025-01-06,P020,S014,157,94,86,165,0
2025-01-06,P020,S015,66,41,50,57,0
2025-01-06,P020,S016,182,81,113,150,0
2025-01-06,P020,S017,96,50,49,97,0
2025-01-06,P020,S018,102,49,53,98,0
2025-01-06,P020,S019,107,54,48,113,0
2025-01-06,P020,S020,197,110,105,202,0
2025-01-06,P020,S021,153,85,69,169,0
2025-01-06,P020,S022,119,51,45,125,0
2025-01-06,P020,S023,193,104,96,201,0
2025-01-06,P020,S024,65,33,28,70,0
2025-01-06,P020,S025,209,74,91,192,0
2025-01-06,P020,S026,213,76,58,231,0
2025-01-06,P020,S027,207,118,63,262,0
2025-01-06,P020,S028,70,32,40,62,0
2025-01-06,P020,S029,119,50,36,133,0
2025-01-06,P020,S030,201,74,72,203,0
2025-01-13,P001,S001,444,193,153,484,0
2025-01-13,P001,S002,527,228,240,515,0
2025-01-13,P001,S003,464,243,146,561,0
2025-01-13,P001,S004,501,242,169,574,0
2025-01-13,P001,S005,537,229,176,590,0
